Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066009,1967,09,26,28.3,1,Y
IDCJAC0010,066009,1967,09,27,17.8,1,Y
IDCJAC0010,066009,1967,09,28,22.2,1,Y
IDCJAC0010,066009,1967,09,29,24.4,1,Y
IDCJAC0010,066009,1967,09,30,26.1,1,Y
IDCJAC0010,066009,1967,10,01,26.7,1,Y
IDCJAC0010,066009,1967,10,02,31.2,1,Y
IDCJAC0010,066009,1967,10,03,13.4,1,Y
IDCJAC0010,066009,1967,10,04,17.4,1,Y
IDCJAC0010,066009,1967,10,05,19.0,1,Y
IDCJAC0010,066009,1967,10,06,27.9,1,Y
IDCJAC0010,066009,1967,10,07,23.0,1,Y
IDCJAC0010,066009,1967,10,08,18.6,1,Y
IDCJAC0010,066009,1967,10,09,20.1,1,Y
IDCJAC0010,066009,1967,10,10,23.6,1,Y
IDCJAC0010,066009,1967,10,11,22.5,1,Y
IDCJAC0010,066009,1967,10,12,22.4,1,Y
IDCJAC0010,066009,1967,10,13,21.2,1,Y
IDCJAC0010,066009,1967,10,14,20.7,1,Y
IDCJAC0010,066009,1967,10,15,21.3,1,Y
IDCJAC0010,066009,1967,10,16,24.6,1,Y
IDCJAC0010,066009,1967,10,17,25.1,1,Y
IDCJAC0010,066009,1967,10,18,26.8,1,Y
IDCJAC0010,066009,1967,10,19,20.7,1,Y
IDCJAC0010,066009,1967,10,20,20.9,1,Y
IDCJAC0010,066009,1967,10,21,18.5,1,Y
IDCJAC0010,066009,1967,10,22,19.7,1,Y
IDCJAC0010,066009,1967,10,23,19.7,1,Y
IDCJAC0010,066009,1967,10,24,23.3,1,Y
IDCJAC0010,066009,1967,10,25,22.8,1,Y
IDCJAC0010,066009,1967,10,26,24.6,1,Y
IDCJAC0010,066009,1967,10,27,29.7,1,Y
IDCJAC0010,066009,1967,10,28,30.7,1,Y
IDCJAC0010,066009,1967,10,29,28.4,1,Y
IDCJAC0010,066009,1967,10,30,25.2,1,Y
IDCJAC0010,066009,1967,10,31,21.9,1,Y
IDCJAC0010,066009,1967,11,01,,,
IDCJAC0010,066009,1967,11,02,,,
IDCJAC0010,066009,1967,11,03,,,
IDCJAC0010,066009,1967,11,04,,,
IDCJAC0010,066009,1967,11,05,,,
IDCJAC0010,066009,1967,11,06,,,
IDCJAC0010,066009,1967,11,07,,,
IDCJAC0010,066009,1967,11,08,,,
IDCJAC0010,066009,1967,11,09,,,
IDCJAC0010,066009,1967,11,10,,,
IDCJAC0010,066009,1967,11,11,,,
IDCJAC0010,066009,1967,11,12,,,
IDCJAC0010,066009,1967,11,13,,,
IDCJAC0010,066009,1967,11,14,,,
IDCJAC0010,066009,1967,11,15,,,
IDCJAC0010,066009,1967,11,16,,,
IDCJAC0010,066009,1967,11,17,,,
IDCJAC0010,066009,1967,11,18,,,
IDCJAC0010,066009,1967,11,19,,,
IDCJAC0010,066009,1967,11,20,,,
IDCJAC0010,066009,1967,11,21,,,
IDCJAC0010,066009,1967,11,22,,,
IDCJAC0010,066009,1967,11,23,,,
IDCJAC0010,066009,1967,11,24,,,
IDCJAC0010,066009,1967,11,25,,,
IDCJAC0010,066009,1967,11,26,,,
IDCJAC0010,066009,1967,11,27,,,
IDCJAC0010,066009,1967,11,28,,,
IDCJAC0010,066009,1967,11,29,,,
IDCJAC0010,066009,1967,11,30,,,
IDCJAC0010,066009,1967,12,01,31.7,,Y
IDCJAC0010,066009,1967,12,02,20.6,1,Y
IDCJAC0010,066009,1967,12,03,21.2,1,Y
IDCJAC0010,066009,1967,12,04,21.7,1,Y
IDCJAC0010,066009,1967,12,05,18.6,1,Y
IDCJAC0010,066009,1967,12,06,19.4,1,Y
IDCJAC0010,066009,1967,12,07,22.8,1,Y
IDCJAC0010,066009,1967,12,08,25.0,1,Y
IDCJAC0010,066009,1967,12,09,24.7,1,Y
IDCJAC0010,066009,1967,12,10,24.4,1,Y
IDCJAC0010,066009,1967,12,11,26.1,1,Y
IDCJAC0010,066009,1967,12,12,25.8,1,Y
IDCJAC0010,066009,1967,12,13,27.8,1,Y
IDCJAC0010,066009,1967,12,14,26.9,1,Y
IDCJAC0010,066009,1967,12,15,24.2,1,Y
IDCJAC0010,066009,1967,12,16,25.3,1,Y
IDCJAC0010,066009,1967,12,17,25.6,1,Y
IDCJAC0010,066009,1967,12,18,28.3,1,Y
IDCJAC0010,066009,1967,12,19,31.1,1,Y
IDCJAC0010,066009,1967,12,20,24.4,1,Y
IDCJAC0010,066009,1967,12,21,20.0,1,Y
IDCJAC0010,066009,1967,12,22,23.3,1,Y
IDCJAC0010,066009,1967,12,23,22.8,1,Y
IDCJAC0010,066009,1967,12,24,22.8,1,Y
IDCJAC0010,066009,1967,12,25,22.5,1,Y
IDCJAC0010,066009,1967,12,26,22.8,1,Y
IDCJAC0010,066009,1967,12,27,23.1,1,Y
IDCJAC0010,066009,1967,12,28,25.0,1,Y
IDCJAC0010,066009,1967,12,29,29.4,1,Y
IDCJAC0010,066009,1967,12,30,33.4,1,Y
IDCJAC0010,066009,1967,12,31,28.6,1,Y
